00:00:65	Network General Corporation
00:00:66	TALARIS SYSTEMS, INC.
00:00:67	SOFT * RITE, INC.
00:00:68	ROSEMOUNT CONTROLS
00:00:69	CONCORD COMMUNICATIONS INC
00:00:6a	COMPUTER CONSOLES INC.
00:00:6b	SILICON GRAPHICS INC./MIPS
00:00:6c	PRIVATE
00:00:6d	CRAY COMMUNICATIONS, LTD.
00:00:6e	ARTISOFT, INC.
00:00:6f	Madge Ltd.
00:00:70	HCL LIMITED
00:00:71	ADRA SYSTEMS INC.
00:00:72	MINIWARE TECHNOLOGY
00:00:73	SIECOR CORPORATION
00:00:74	RICOH COMPANY LTD.
00:00:75	Nortel Networks
00:00:76	ABEKAS VIDEO SYSTEM
00:00:77	INTERPHASE CORPORATION
00:00:78	LABTAM LIMITED
00:00:79	NETWORTH INCORPORATED
00:00:7a	DANA COMPUTER INC.
00:00:7b	RESEARCH MACHINES
00:00:7c	AMPERE INCORPORATED
00:00:7d	Oracle Corporation
00:00:7e	CLUSTRIX CORPORATION
00:00:7f	LINOTYPE-HELL AG
00:00:80	CRAY COMMUNICATIONS A/S
00:00:81	BAY NETWORKS
00:00:82	LECTRA SYSTEMES SA
00:00:83	TADPOLE TECHNOLOGY PLC
00:00:84	SUPERNET
00:00:85	CANON INC.
00:00:86	MEGAHERTZ CORPORATION
00:00:87	HITACHI, LTD.
00:00:88	Brocade Communications Systems, Inc.
00:00:89	CAYMAN SYSTEMS INC.
00:00:8a	DATAHOUSE INFORMATION SYSTEMS
00:00:8b	INFOTRON
00:00:8c	Alloy Computer Products (Australia) Pty Ltd
00:00:8d	Cryptek Inc.
00:00:8e	SOLBOURNE COMPUTER, INC.
00:00:8f	Raytheon
00:00:90	MICROCOM
00:00:91	ANRITSU CORPORATION
00:00:92	COGENT DATA TECHNOLOGIES
00:00:93	PROTEON INC.
00:00:94	ASANTE TECHNOLOGIES
00:00:95	SONY TEKTRONIX CORP.
00:00:96	MARCONI ELECTRONICS LTD.
00:00:97	EMC Corporation
00:00:98	CROSSCOMM CORPORATION
00:00:99	MTX, INC.
00:00:9a	RC COMPUTER A/S
00:00:9b	INFORMATION INTERNATIONAL, INC
00:00:9c	ROLM MIL-SPEC COMPUTERS
00:00:9d	LOCUS COMPUTING CORPORATION
00:00:9e	MARLI S.A.
00:00:9f	AMERISTAR TECHNOLOGIES INC.
00:00:a0	SANYO Electric Co., Ltd.
00:00:a1	MARQUETTE ELECTRIC CO.
00:00:a2	BAY NETWORKS
00:00:a3	NETWORK APPLICATION TECHNOLOGY
00:00:a4	ACORN COMPUTERS LIMITED
00:00:a5	Tattile SRL
00:00:a6	NETWORK GENERAL CORPORATION
00:00:a7	NETWORK COMPUTING DEVICES INC.
00:00:a8	STRATUS COMPUTER INC.
00:00:a9	NETWORK SYSTEMS CORP.
00:00:aa	XEROX CORPORATION
00:00:ab	LOGIC MODELING CORPORATION
00:00:ac	CONWARE COMPUTER CONSULTING
00:00:ad	BRUKER INSTRUMENTS INC.
00:00:ae	DASSAULT ELECTRONIQUE
00:00:af	NUCLEAR DATA INSTRUMENTATION
00:00:b0	RND-RAD NETWORK DEVICES
00:00:b1	ALPHA MICROSYSTEMS INC.
00:00:b2	TELEVIDEO SYSTEMS, INC.
00:00:b3	CIMLINC INCORPORATED
00:00:b4	EDIMAX COMPUTER COMPANY
00:00:b5	DATABILITY SOFTWARE SYS. INC.
00:00:b6	MICRO-MATIC RESEARCH
00:00:b7	DOVE COMPUTER CORPORATION
00:00:b8	SEIKOSHA CO., LTD.
00:00:b9	MCDONNELL DOUGLAS COMPUTER SYS
00:00:ba	SIIG, INC.
00:00:bb	TRI-DATA
00:00:bc	Rockwell Automation
00:00:bd	MITSUBISHI CABLE COMPANY
00:00:be	THE NTI GROUP
00:00:bf	SYMMETRIC COMPUTER SYSTEMS
00:00:c0	WESTERN DIGITAL CORPORATION
00:00:c1	Madge Ltd.
00:00:c2	INFORMATION PRESENTATION TECH.
00:00:c3	HARRIS CORP COMPUTER SYS DIV
00:00:c4	WATERS DIV. OF MILLIPORE
00:00:c5	FARALLON COMPUTING/NETOPIA
00:00:c6	EON SYSTEMS
00:00:c7	ARIX CORPORATION
00:00:c8	ALTOS COMPUTER SYSTEMS
00:00:c9	Emulex Corporation
00:00:ca	ARRIS International
00:00:cb	COMPU-SHACK ELECTRONIC GMBH
00:00:cc	DENSAN CO., LTD.
00:00:cd	Allied Telesis Labs Ltd
00:00:ce	MEGADATA CORP.
00:00:cf	HAYES MICROCOMPUTER PRODUCTS
00:00:d0	DEVELCON ELECTRONICS LTD.
00:00:d1	ADAPTEC INCORPORATED
00:00:d2	SBE, INC.
00:00:d3	WANG LABORATORIES INC.
00:00:d4	PURE DATA LTD.
00:00:d5	MICROGNOSIS INTERNATIONAL
00:00:d6	PUNCH LINE HOLDING
00:00:d7	DARTMOUTH COLLEGE
00:00:d8	NOVELL, INC.
00:00:d9	NIPPON TELEGRAPH & TELEPHONE
00:00:da	ATEX
00:00:db	British Telecommunications plc
00:00:dc	HAYES MICROCOMPUTER PRODUCTS
00:00:dd	TCL INCORPORATED
00:00:de	CETIA
00:00:df	BELL & HOWELL PUB SYS DIV
00:00:e0	QUADRAM CORP.
00:00:e1	GRID SYSTEMS
00:00:e2	ACER TECHNOLOGIES CORP.
00:00:e3	INTEGRATED MICRO PRODUCTS LTD
00:00:e4	IN2 GROUPE INTERTECHNIQUE
00:00:e5	SIGMEX LTD.
00:00:e6	APTOR PRODUITS DE COMM INDUST
00:00:e7	STAR GATE TECHNOLOGIES
00:00:e8	ACCTON TECHNOLOGY CORP.
00:00:e9	ISICAD, INC.
00:00:ea	UPNOD AB
00:00:eb	MATSUSHITA COMM. IND. CO. LTD.
00:00:ec	MICROPROCESS
00:00:ed	APRIL
00:00:ee	NETWORK DESIGNERS, LTD.
00:00:ef	KTI
00:00:f0	SAMSUNG ELECTRONICS CO., LTD.
00:00:f1	MAGNA COMPUTER CORPORATION
00:00:f2	SPIDER COMMUNICATIONS
00:00:f3	GANDALF DATA LIMITED
00:00:f4	Allied Telesis
00:00:f5	DIAMOND SALES LIMITED
00:00:f6	APPLIED MICROSYSTEMS CORP.
00:00:f7	YOUTH KEEP ENTERPRISE CO LTD
00:00:f8	DIGITAL EQUIPMENT CORPORATION
00:00:f9	QUOTRON SYSTEMS INC.
00:00:fa	MICROSAGE COMPUTER SYSTEMS INC
00:00:fb	RECHNER ZUR KOMMUNIKATION
00:00:fc	MEIKO
00:00:fd	HIGH LEVEL HARDWARE
00:00:fe	ANNAPOLIS MICRO SYSTEMS
00:00:ff	CAMTEC ELECTRONICS LTD.
00:01:00	EQUIP'TRANS
00:01:01	PRIVATE
00:01:02	3COM CORPORATION
00:01:03	3COM CORPORATION
00:01:04	DVICO Co., Ltd.
00:01:05	Beckhoff Automation GmbH
00:01:06	Tews Datentechnik GmbH
00:01:07	Leiser GmbH
00:01:08	AVLAB Technology, Inc.
00:01:09	Nagano Japan Radio Co., Ltd.
00:01:0a	CIS TECHNOLOGY INC.
00:01:0b	Space CyberLink, Inc.
00:01:0c	System Talks Inc.
00:01:0d	CORECO, INC.
00:01:0e	Bri-Link Technologies Co., Ltd
00:01:0f	Brocade Communications Systems, Inc.
00:01:10	Gotham Networks
00:01:11	iDigm Inc.
00:01:12	Shark Multimedia Inc.
00:01:13	OLYMPUS CORPORATION
00:01:14	KANDA TSUSHIN KOGYO CO., LTD.
00:01:15	EXTRATECH CORPORATION
00:01:16	Netspect Technologies, Inc.
00:01:17	CANAL +
00:01:18	EZ Digital Co., Ltd.
00:01:19	RTUnet (Australia)
00:01:1a	Hoffmann und Burmeister GbR
00:01:1b	Unizone Technologies, Inc.
00:01:1c	Universal Talkware Corporation
00:01:1d	Centillium Communications
00:01:1e	Precidia Technologies, Inc.
00:01:1f	RC Networks, Inc.
00:01:20	OSCILLOQUARTZ S.A.
00:01:21	Watchguard Technologies, Inc.
00:01:22	Trend Communications, Ltd.
00:01:23	DIGITAL ELECTRONICS CORP.
00:01:24	Acer Incorporated
00:01:25	YAESU MUSEN CO., LTD.
00:01:26	PAC Labs
00:01:27	OPEN Networks Pty Ltd
00:01:28	EnjoyWeb, Inc.
00:01:29	DFI Inc.
00:01:2a	Telematica Sistems Inteligente
00:01:2b	TELENET Co., Ltd.
00:01:2c	Aravox Technologies, Inc.
00:01:2d	Komodo Technology
00:01:2e	PC Partner Ltd.
00:01:2f	Twinhead International Corp
00:01:30	Extreme Networks
00:01:31	Bosch Security Systems, Inc.
00:01:32	Dranetz - BMI
00:01:33	KYOWA Electronic Instruments C
00:01:34	Selectron Systems AG
00:01:35	KDC Corp.
00:01:36	CyberTAN Technology, Inc.
00:01:37	IT Farm Corporation
00:01:38	XAVi Technologies Corp.
00:01:39	Point Multimedia Systems
00:01:3a	SHELCAD COMMUNICATIONS, LTD.
00:01:3b	BNA SYSTEMS
00:01:3c	TIW SYSTEMS
00:01:3d	RiscStation Ltd.
00:01:3e	Ascom Tateco AB
00:01:3f	Neighbor World Co., Ltd.
00:01:40	Sendtek Corporation
00:01:41	CABLE PRINT
00:01:42	CISCO SYSTEMS, INC.
00:01:43	CISCO SYSTEMS, INC.
00:01:44	EMC Corporation
00:01:45	WINSYSTEMS, INC.
00:01:46	Tesco Controls, Inc.
00:01:47	Zhone Technologies
00:01:48	X-traWeb Inc.
00:01:49	T.D.T. Transfer Data Test GmbH
00:01:4a	Sony Corporation
00:01:4b	Ennovate Networks, Inc.
00:01:4c	Berkeley Process Control
00:01:4d	Shin Kin Enterprises Co., Ltd
00:01:4e	WIN Enterprises, Inc.
00:01:4f	ADTRAN INC
00:01:50	GILAT COMMUNICATIONS, LTD.
00:01:51	Ensemble Communications
00:01:52	CHROMATEK INC.
00:01:53	ARCHTEK TELECOM CORPORATION
00:01:54	G3M Corporation
00:01:55	Promise Technology, Inc.
00:01:56	FIREWIREDIRECT.COM, INC.
00:01:57	SYSWAVE CO., LTD
00:01:58	Electro Industries/Gauge Tech
00:01:59	S1 Corporation
00:01:5a	Digital Video Broadcasting
00:01:5b	ITALTEL S.p.A/RF-UP-I
00:01:5c	CADANT INC.
00:01:5d	Oracle Corporation
00:01:5e	BEST TECHNOLOGY CO., LTD.
00:01:5f	DIGITAL DESIGN GmbH
00:01:60	ELMEX Co., LTD.
00:01:61	Meta Machine Technology
00:01:62	Cygnet Technologies, Inc.
00:01:63	CISCO SYSTEMS, INC.
00:01:64	CISCO SYSTEMS, INC.
00:01:65	AirSwitch Corporation
00:01:66	TC GROUP A/S
00:01:67	HIOKI E.E. CORPORATION
00:01:68	VITANA CORPORATION
00:01:69	Celestix Networks Pte Ltd.
00:01:6a	ALITEC
00:01:6b	LightChip, Inc.
00:01:6c	FOXCONN
00:01:6d	CarrierComm Inc.
00:01:6e	Conklin Corporation
00:01:6f	Inkel Corp.
00:01:70	ESE Embedded System Engineer'g
00:01:71	Allied Data Technologies
00:01:72	TechnoLand Co., LTD.
00:01:73	AMCC
00:01:74	CyberOptics Corporation
00:01:75	Radiant Communications Corp.
00:01:76	Orient Silver Enterprises
00:01:77	EDSL
00:01:78	MARGI Systems, Inc.
00:01:79	WIRELESS TECHNOLOGY, INC.
00:01:7a	Chengdu Maipu Electric Industrial Co., Ltd.
00:01:7b	Heidelberger Druckmaschinen AG
00:01:7c	AG-E GmbH
00:01:7d	ThermoQuest
00:01:7e	ADTEK System Science Co., Ltd.
00:01:7f	Experience Music Project
00:01:80	AOpen, Inc.
00:01:81	Nortel Networks
00:01:82	DICA TECHNOLOGIES AG
00:01:83	ANITE TELECOMS
00:01:84	SIEB & MEYER AG
00:01:85	Hitachi Aloka Medical, Ltd.
00:01:86	Uwe Disch
00:01:87	I2SE GmbH
00:01:88	LXCO Technologies ag
00:01:89	Refraction Technology, Inc.
00:01:8a	ROI COMPUTER AG
00:01:8b	NetLinks Co., Ltd.
00:01:8c	Mega Vision
00:01:8d	AudeSi Technologies
00:01:8e	Logitec Corporation
00:01:8f	Kenetec, Inc.
00:01:90	SMK-M
00:01:91	SYRED Data Systems
00:01:92	Texas Digital Systems
00:01:93	Hanbyul Telecom Co., Ltd.
00:01:94	Capital Equipment Corporation
00:01:95	Sena Technologies, Inc.
00:01:96	CISCO SYSTEMS, INC.
00:01:97	CISCO SYSTEMS, INC.
00:01:98	Darim Vision
00:01:99	HeiSei Electronics
00:01:9a	LEUNIG GmbH
00:01:9b	Kyoto Microcomputer Co., Ltd.
00:01:9c	JDS Uniphase Inc.
00:01:9d	E-Control Systems, Inc.
00:01:9e	ESS Technology, Inc.
00:01:9f	ReadyNet
00:01:a0	Infinilink Corporation
00:01:a1	Mag-Tek, Inc.
00:01:a2	Logical Co., Ltd.
00:01:a3	GENESYS LOGIC, INC.
00:01:a4	Microlink Corporation
00:01:a5	Nextcomm, Inc.
00:01:a6	Scientific-Atlanta Arcodan A/S
00:01:a7	UNEX TECHNOLOGY CORPORATION
00:01:a8	Welltech Computer Co., Ltd.
00:01:a9	BMW AG
00:01:aa	Airspan Communications, Ltd.
00:01:ab	Main Street Networks
00:01:ac	Sitara Networks, Inc.
00:01:ad	Coach Master International  d.b.a. CMI Worldwide, Inc.
00:01:ae	Trex Enterprises
00:01:af	Emerson Network Power
00:01:b0	Fulltek Technology Co., Ltd.
00:01:b1	General Bandwidth
00:01:b2	Digital Processing Systems, Inc.
00:01:b3	Precision Electronic Manufacturing
00:01:b4	Wayport, Inc.
00:01:b5	Turin Networks, Inc.
00:01:b6	SAEJIN T&M Co., Ltd.
00:01:b7	Centos, Inc.
00:01:b8	Netsensity, Inc.
00:01:b9	SKF Condition Monitoring
00:01:ba	IC-Net, Inc.
00:01:bb	Frequentis
00:01:bc	Brains Corporation
00:01:bd	Peterson Electro-Musical Products, Inc.
00:01:be	Gigalink Co., Ltd.
00:01:bf	Teleforce Co., Ltd.
00:01:c0	CompuLab, Ltd.
00:01:c1	Vitesse Semiconductor Corporation
00:01:c2	ARK Research Corp.
00:01:c3	Acromag, Inc.
00:01:c4	NeoWave, Inc.
00:01:c5	Simpler Networks
00:01:c6	Quarry Technologies
00:01:c7	CISCO SYSTEMS, INC.
00:01:c8	CONRAD CORP.
00:01:c8	THOMAS CONRAD CORP.
00:01:c9	CISCO SYSTEMS, INC.
00:01:ca	Geocast Network Systems, Inc.
00:01:cb	EVR
00:01:cc	Japan Total Design Communication Co., Ltd.
00:01:cd	ARtem
00:01:ce	Custom Micro Products, Ltd.
00:01:cf	Alpha Data Parallel Systems, Ltd.
00:01:d0	VitalPoint, Inc.
00:01:d1	CoNet Communications, Inc.
00:01:d2	inXtron, Inc.
00:01:d3	PAXCOMM, Inc.
00:01:d4	Leisure Time, Inc.
00:01:d5	HAEDONG INFO & COMM CO., LTD
00:01:d6	manroland AG
00:01:d7	F5 Networks, Inc.
00:01:d8	Teltronics, Inc.
00:01:d9	Sigma, Inc.
00:01:da	WINCOMM Corporation
00:01:db	Freecom Technologies GmbH
00:01:dc	Activetelco
00:01:dd	Avail Networks
00:01:de	Trango Systems, Inc.
00:01:df	ISDN Communications, Ltd.
00:01:e0	Fast Systems, Inc.
00:01:e1	Kinpo Electronics, Inc.
00:01:e2	Ando Electric Corporation
00:01:e3	Siemens AG
00:01:e4	Sitera, Inc.
00:01:e5	Supernet, Inc.
00:01:e6	Hewlett-Packard Company
00:01:e7	Hewlett-Packard Company
00:01:e8	Force10 Networks, Inc.
00:01:e9	Litton Marine Systems B.V.
00:01:ea	Cirilium Corp.
00:01:eb	C-COM Corporation
00:01:ec	Ericsson Group
00:01:ed	SETA Corp.
00:01:ee	Comtrol Europe, Ltd.
00:01:ef	Camtel Technology Corp.
00:01:f0	Tridium, Inc.
00:01:f1	Innovative Concepts, Inc.
00:01:f2	Mark of the Unicorn, Inc.
00:01:f3	QPS, Inc.
00:01:f4	Enterasys Networks
00:01:f5	ERIM S.A.
00:01:f6	Association of Musical Electronics Industry
00:01:f7	Image Display Systems, Inc.
00:01:f8	Texio Technology Corporation
00:01:f9	TeraGlobal Communications Corp.
00:01:fa	HOROSCAS
00:01:fb	DoTop Technology, Inc.
00:01:fc	Keyence Corporation
00:01:fd	Digital Voice Systems, Inc.
00:01:fe	DIGITAL EQUIPMENT CORPORATION
00:01:ff	Data Direct Networks, Inc.
00:02:00	Net & Sys Co., Ltd.
00:02:01	IFM Electronic gmbh
00:02:02	Amino Communications, Ltd.
00:02:03	Woonsang Telecom, Inc.
00:02:04	Bodmann Industries Elektronik GmbH
00:02:05	Hitachi Denshi, Ltd.
00:02:06	Telital R&D Denmark A/S
00:02:07	VisionGlobal Network Corp.
00:02:08	Unify Networks, Inc.
00:02:09	Shenzhen SED Information Technology Co., Ltd.
00:02:0a	Gefran Spa
00:02:0b	Native Networks, Inc.
00:02:0c	Metro-Optix
00:02:0d	Micronpc.com
00:02:0e	ECI Telecom, Ltd
00:02:0f	AATR
00:02:10	Fenecom
00:02:11	Nature Worldwide Technology Corp.
00:02:12	SierraCom
00:02:13	S.D.E.L.
00:02:14	DTVRO
00:02:15	Cotas Computer Technology A/B
00:02:16	CISCO SYSTEMS, INC.
00:02:17	CISCO SYSTEMS, INC.
00:02:18	Advanced Scientific Corp
00:02:19	Paralon Technologies
00:02:1a	Zuma Networks
00:02:1b	Kollmorgen-Servotronix
00:02:1c	Network Elements, Inc.
00:02:1d	Data General Communication Ltd.
00:02:1e	SIMTEL S.R.L.
00:02:1f	Aculab PLC
00:02:20	CANON FINETECH INC.
00:02:21	DSP Application, Ltd.
00:02:22	Chromisys, Inc.
00:02:23	ClickTV
00:02:24	C-COR
00:02:25	One Stop Systems
00:02:26	XESystems, Inc.
00:02:27	ESD Electronic System Design GmbH
00:02:28	Necsom, Ltd.
00:02:29	Adtec Corporation
00:02:2a	Asound Electronic
00:02:2b	SAXA, Inc.
00:02:2c	ABB Bomem, Inc.
00:02:2d	Agere Systems
00:02:2e	TEAC Corp. R& D
00:02:2f	P-Cube, Ltd.
00:02:30	Intersoft Electronics
00:02:31	Ingersoll-Rand
00:02:32	Avision, Inc.
00:02:33	Mantra Communications, Inc.
00:02:34	Imperial Technology, Inc.
00:02:35	Paragon Networks International
00:02:36	INIT GmbH
00:02:37	Cosmo Research Corp.
00:02:38	Serome Technology, Inc.
00:02:39	Visicom
00:02:3a	ZSK Stickmaschinen GmbH
00:02:3b	Ericsson
00:02:3c	Creative Technology, Ltd.
00:02:3d	Cisco Systems, Inc.
00:02:3e	Selta Telematica S.p.a
00:02:3f	Compal Electronics, Inc.
00:02:40	Seedek Co., Ltd.
00:02:41	Amer.com
00:02:42	Videoframe Systems
00:02:43	Raysis Co., Ltd.
00:02:44	SURECOM Technology Co.
00:02:45	Lampus Co, Ltd.
00:02:46	All-Win Tech Co., Ltd.
00:02:47	Great Dragon Information Technology (Group) Co., Ltd.
00:02:48	Pilz GmbH & Co.
00:02:49	Aviv Infocom Co, Ltd.
00:02:4a	CISCO SYSTEMS, INC.
00:02:4b	CISCO SYSTEMS, INC.
00:02:4c	SiByte, Inc.
00:02:4d	Mannesman Dematic Colby Pty. Ltd.
00:02:4e	Datacard Group
00:02:4f	IPM Datacom S.R.L.
00:02:50	Geyser Networks, Inc.
00:02:51	Soma Networks, Inc.
00:02:52	Carrier Corporation
00:02:53	Televideo, Inc.
00:02:54	WorldGate
00:02:55	IBM Corp
00:02:56	Alpha Processor, Inc.
00:02:57	Microcom Corp.
00:02:58	Flying Packets Communications
00:02:59	Tsann Kuen China (Shanghai)Enterprise Co., Ltd. IT Group
00:02:5a	Catena Networks
00:02:5b	Cambridge Silicon Radio
00:02:5c	SCI Systems (Kunshan) Co., Ltd.
00:02:5d	Calix Networks
00:02:5e	High Technology Ltd
00:02:5f	Nortel Networks
00:02:60	Accordion Networks, Inc.
00:02:61	Tilgin AB
00:02:62	Soyo Group Soyo Com Tech Co., Ltd
00:02:63	UPS Manufacturing SRL
00:02:64	AudioRamp.com
00:02:65	Virditech Co. Ltd.
00:02:66	Thermalogic Corporation
00:02:67	NODE RUNNER, INC.
00:02:68	Harris Government Communications
00:02:69	Nadatel Co., Ltd
00:02:6a	Cocess Telecom Co., Ltd.
00:02:6b	BCM Computers Co., Ltd.
00:02:6c	Philips CFT
00:02:6d	Adept Telecom
00:02:6e	NeGeN Access, Inc.
00:02:6f	Senao International Co., Ltd.
00:02:70	Crewave Co., Ltd.
00:02:71	Zhone Technologies
00:02:72	CC&C Technologies, Inc.
00:02:73	Coriolis Networks
00:02:74	Tommy Technologies Corp.
00:02:75	SMART Technologies, Inc.
00:02:76	Primax Electronics Ltd.
00:02:77	Cash Systemes Industrie
00:02:78	Samsung Electro-Mechanics Co., Ltd.
00:02:79	Control Applications, Ltd.
00:02:7a	IOI Technology Corporation
00:02:7b	Amplify Net, Inc.
00:02:7c	Trilithic, Inc.
00:02:7d	CISCO SYSTEMS, INC.
00:02:7e	CISCO SYSTEMS, INC.
00:02:7f	ask-technologies.com
00:02:80	Mu Net, Inc.
00:02:81	Madge Ltd.
00:02:82	ViaClix, Inc.
00:02:83	Spectrum Controls, Inc.
00:02:84	AREVA T&D
00:02:85	Riverstone Networks
00:02:86	Occam Networks
00:02:87	Adapcom
00:02:88	GLOBAL VILLAGE COMMUNICATION
00:02:89	DNE Technologies
00:02:8a	Ambit Microsystems Corporation
00:02:8b	VDSL Systems OY
00:02:8c	Micrel-Synergy Semiconductor
00:02:8d	Movita Technologies, Inc.
00:02:8e	Rapid 5 Networks, Inc.
00:02:8f	Globetek, Inc.
00:02:90	Woorigisool, Inc.
00:02:91	Open Network Co., Ltd.
00:02:92	Logic Innovations, Inc.
00:02:93	Solid Data Systems
00:02:94	Tokyo Sokushin Co., Ltd.
00:02:95	IP.Access Limited
00:02:96	Lectron Co,. Ltd.
00:02:97	C-COR.net
00:02:98	Broadframe Corporation
00:02:99	Apex, Inc.
00:02:9a	Storage Apps
00:02:9b	Kreatel Communications AB
00:02:9c	3COM
00:02:9d	Merix Corp.
00:02:9e	Information Equipment Co., Ltd.
00:02:9f	L-3 Communication Aviation Recorders
00:02:a0	Flatstack Ltd.
00:02:a1	World Wide Packets
00:02:a2	Hilscher GmbH
00:02:a3	ABB Switzerland Ltd, Power Systems
00:02:a4	AddPac Technology Co., Ltd.
00:02:a5	Hewlett-Packard Company
00:02:a6	Effinet Systems Co., Ltd.
00:02:a7	Vivace Networks
00:02:a8	Air Link Technology
00:02:a9	RACOM, s.r.o.
00:02:aa	PLcom Co., Ltd.
00:02:ab	CTC Union Technologies Co., Ltd.
00:02:ac	3PAR data
00:02:ad	HOYA Corporation
00:02:ae	Scannex Electronics Ltd.
00:02:af	TeleCruz Technology, Inc.
00:02:b0	Hokubu Communication & Industrial Co., Ltd.
00:02:b1	Anritsu, Ltd.
00:02:b2	Cablevision
00:02:b3	Intel Corporation
00:02:b4	DAPHNE
00:02:b5	Avnet, Inc.
00:02:b6	Acrosser Technology Co., Ltd.
00:02:b7	Watanabe Electric Industry Co., Ltd.
00:02:b8	WHI KONSULT AB
00:02:b9	CISCO SYSTEMS, INC.
00:02:ba	CISCO SYSTEMS, INC.
00:02:bb	Continuous Computing Corp
00:02:bc	LVL 7 Systems, Inc.
00:02:bd	Bionet Co., Ltd.
00:02:be	Totsu Engineering, Inc.
00:02:bf	dotRocket, Inc.
00:02:c0	Bencent Tzeng Industry Co., Ltd.
00:02:c1	Innovative Electronic Designs, Inc.
00:02:c2	Net Vision Telecom
00:02:c3	Arelnet Ltd.
00:02:c4	Vector International BVBA
00:02:c5	Evertz Microsystems Ltd.
00:02:c6	Data Track Technology PLC
00:02:c7	ALPS ELECTRIC Co., Ltd.
